,unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value,message
15361,130793,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,107,Hunts Point - Mott Haven,2005-2007,2005-01-01,278.6,
13208,130894,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,205,Sunset Park,2005-2007,2005-01-01,17.2,
15320,131261,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Citywide,1,New York City,2005-2007,2005-01-01,56.9,
7724,130748,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,UHF42,209,Bensonhurst - Bay Ridge,2005,2005-01-01,2.7,
8661,130685,646,Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,101,Kingsbridge - Riverdale,2005,2005-01-01,2.9,
13209,130892,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,203,Bedford Stuyvesant - Crown Heights,2005-2007,2005-01-01,24.2,
8667,154447,645,Annual vehicle miles travelled (trucks),million miles,per km2,CD,106,Stuyvesant Town and Turtle Bay (CD6),2005,2005-01-01,3.8,
10652,131344,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,402,West Queens,2005-2007,2005-01-01,3.2,
9191,154461,645,Annual vehicle miles travelled (trucks),million miles,per km2,CD,208,Riverdale and Fieldston (CD8),2005,2005-01-01,1.1,
7723,130769,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,UHF42,409,Southeast Queens,2005,2005-01-01,2.4,
8669,154489,645,Annual vehicle miles travelled (trucks),million miles,per km2,CD,406,Rego Park and Forest Hills (CD6),2005,2005-01-01,2.3,
4473,154613,643,Annual vehicle miles traveled,million miles,per km2,CD,412,Jamaica and Hollis (CD12),2005,2005-01-01,18.7,
5327,130825,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,501,Port Richmond,2005-2007,2005-01-01,106.9,
15321,131309,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Citywide,1,New York City,2005-2007,2005-01-01,45.4,
8657,151747,645,Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,401,Long Island City - Astoria,2005,2005-01-01,1.2,
10657,130810,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,306,Chelsea - Clinton,2005-2007,2005-01-01,139.1,
15370,130792,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,106,High Bridge - Morrisania,2005-2007,2005-01-01,308.0,
11002,130740,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,UHF42,201,Greenpoint,2005,2005-01-01,3.5,
5317,154453,645,Annual vehicle miles travelled (trucks),million miles,per km2,CD,112,Washington Heights and Inwood (CD12),2005,2005-01-01,1.8,
15421,131017,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,501,Port Richmond,2005-2007,2005-01-01,5.6,
5318,154449,645,Annual vehicle miles travelled (trucks),million miles,per km2,CD,108,Upper East Side (CD8),2005,2005-01-01,3.5,
15420,131007,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,401,Long Island City - Astoria,2005-2007,2005-01-01,3.8,
15419,130979,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,101,Kingsbridge - Riverdale,2005-2007,2005-01-01,9.9,
8646,154571,643,Annual vehicle miles traveled,million miles,per km2,CD,112,Washington Heights and Inwood (CD12),2005,2005-01-01,48.6,
15418,151665,643,Annual vehicle miles traveled,million miles,per km2,Citywide,1,New York City,2005,2005-01-01,24.0,
15416,151713,644,Annual vehicle miles travelled (cars),million miles,per km2,Citywide,1,New York City,2005,2005-01-01,22.6,
15414,151761,645,Annual vehicle miles travelled (trucks),million miles,per km2,Citywide,1,New York City,2005,2005-01-01,1.3,
8647,154567,643,Annual vehicle miles traveled,million miles,per km2,CD,108,Upper East Side (CD8),2005,2005-01-01,64.0,
15412,151623,643,Annual vehicle miles traveled,million miles,per km2,UHF42,101,Kingsbridge - Riverdale,2005,2005-01-01,24.6,
11003,130692,646,Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,201,Greenpoint,2005,2005-01-01,3.7,
8648,151689,644,Annual vehicle miles travelled (cars),million miles,per km2,UHF42,301,Washington Heights,2005,2005-01-01,42.6,
11640,130734,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,UHF42,102,Northeast Bronx,2005,2005-01-01,3.2,
11004,130723,646,Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,501,Port Richmond,2005,2005-01-01,2.5,
11639,130741,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,UHF42,202,Downtown - Heights - Slope,2005,2005-01-01,3.2,
11638,130766,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,UHF42,406,Fresh Meadows,2005,2005-01-01,2.3,
8650,151699,644,Annual vehicle miles travelled (cars),million miles,per km2,UHF42,401,Long Island City - Astoria,2005,2005-01-01,17.3,
8653,151678,644,Annual vehicle miles travelled (cars),million miles,per km2,UHF42,201,Greenpoint,2005,2005-01-01,28.2,
11005,130713,646,Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,401,Long Island City - Astoria,2005,2005-01-01,2.7,
15386,131024,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Borough,3,Manhattan,2005-2007,2005-01-01,3.9,
8654,151757,645,Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,501,Port Richmond,2005,2005-01-01,0.3,
13169,130898,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2005-2007,2005-01-01,16.6,
15376,130778,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,Borough,3,Manhattan,2005,2005-01-01,4.3,
15423,130830,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",Borough,1,Bronx,2005-2007,2005-01-01,212.5,
13316,131056,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,402,West Queens,2005-2007,2005-01-01,61.5,
13319,131306,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,502,Stapleton - St. George,2005-2007,2005-01-01,39.8,
13320,131296,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,402,West Queens,2005-2007,2005-01-01,17.3,
8732,151672,644,Annual vehicle miles travelled (cars),million miles,per km2,UHF42,102,Northeast Bronx,2005,2005-01-01,14.6,
14886,130390,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,408,Jamaica,2005-2007,2005-01-01,58.2,
14885,130369,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,208,Canarsie - Flatlands,2005-2007,2005-01-01,61.1,
14884,130368,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,207,East Flatbush - Flatbush,2005-2007,2005-01-01,54.9,
14883,130380,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,308,Greenwich Village - SoHo,2005-2007,2005-01-01,45.4,
4018,130820,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,406,Fresh Meadows,2005-2007,2005-01-01,54.8,
8733,151679,644,Annual vehicle miles travelled (cars),million miles,per km2,UHF42,202,Downtown - Heights - Slope,2005,2005-01-01,38.8,
8734,130693,646,Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,202,Downtown - Heights - Slope,2005,2005-01-01,3.7,
8735,130686,646,Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,102,Northeast Bronx,2005,2005-01-01,2.8,
8736,130718,646,Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,406,Fresh Meadows,2005,2005-01-01,1.7,
4013,151690,644,Annual vehicle miles travelled (cars),million miles,per km2,UHF42,302,Central Harlem - Morningside Heights,2005,2005-01-01,35.7,
14887,130389,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,407,Southwest Queens,2005-2007,2005-01-01,49.0,
8737,130752,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,UHF42,302,Central Harlem - Morningside Heights,2005,2005-01-01,4.2,
14876,131129,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,107,Hunts Point - Mott Haven,2005-2007,2005-01-01,35.9,
14874,130937,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,107,Hunts Point - Mott Haven,2005-2007,2005-01-01,36.8,
11078,130733,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,UHF42,101,Kingsbridge - Riverdale,2005,2005-01-01,3.2,
8746,131238,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,302,Central Harlem - Morningside Heights,2005-2007,2005-01-01,209.9,
14867,131073,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,4,Queens,2005-2007,2005-01-01,65.7,
14866,130977,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",Borough,4,Queens,2005-2007,2005-01-01,21.8,
11104,130689,646,Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,105,Crotona -Tremont,2005,2005-01-01,3.0,
1430,130890,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,201,Greenpoint,2005-2007,2005-01-01,18.4,
8853,131230,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,205,Sunset Park,2005-2007,2005-01-01,47.2,
4010,151646,643,Annual vehicle miles traveled,million miles,per km2,UHF42,306,Chelsea - Clinton,2005,2005-01-01,46.1,
6818,130826,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,502,Stapleton - St. George,2005-2007,2005-01-01,82.4,
14877,131033,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,107,Hunts Point - Mott Haven,2005-2007,2005-01-01,169.4,
14888,130379,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,307,Gramercy Park - Murray Hill,2005-2007,2005-01-01,52.7,
14889,130783,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Borough,2,Brooklyn,2005-2007,2005-01-01,67.8,
11077,130761,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,UHF42,401,Long Island City - Astoria,2005,2005-01-01,3.6,
14930,130935,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,105,Crotona -Tremont,2005-2007,2005-01-01,35.3,
14929,130953,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,305,Upper East Side,2005-2007,2005-01-01,14.2,
9281,131350,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,408,Jamaica,2005-2007,2005-01-01,7.9,
8720,131245,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,309,Union Square - Lower East Side,2005-2007,2005-01-01,46.3,
6729,154450,645,Annual vehicle miles travelled (trucks),million miles,per km2,CD,109,Morningside Heights and Hamilton Heights (CD9),2005,2005-01-01,1.6,
7578,130767,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,UHF42,407,Southwest Queens,2005,2005-01-01,2.4,
7577,130768,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,UHF42,408,Jamaica,2005,2005-01-01,2.4,
14915,130883,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,101,Kingsbridge - Riverdale,2005-2007,2005-01-01,28.5,
14914,130973,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",Citywide,1,New York City,2005-2007,2005-01-01,25.7,
14913,130925,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Citywide,1,New York City,2005-2007,2005-01-01,19.8,
14912,130383,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,401,Long Island City - Astoria,2005-2007,2005-01-01,55.3,
14911,130393,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,501,Port Richmond,2005-2007,2005-01-01,65.6,
14910,130362,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,201,Greenpoint,2005-2007,2005-01-01,64.0,
6730,154492,645,Annual vehicle miles travelled (trucks),million miles,per km2,CD,409,Kew Gardens and Woodhaven (CD9),2005,2005-01-01,1.7,
6908,154466,645,Annual vehicle miles travelled (trucks),million miles,per km2,CD,301,Greenpoint and Williamsburg (CD1),2005,2005-01-01,1.8,
14903,130727,646,Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,Citywide,1,New York City,2005,2005-01-01,2.9,
14902,130775,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,Citywide,1,New York City,2005,2005-01-01,3.2,
14607,130933,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,103,Fordham - Bronx Pk,2005-2007,2005-01-01,30.6,
14898,130781,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Citywide,1,New York City,2005-2007,2005-01-01,64.7,
6905,154484,645,Annual vehicle miles travelled (trucks),million miles,per km2,CD,401,Long Island City and Astoria (CD1),2005,2005-01-01,0.7,
9280,131328,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,207,East Flatbush - Flatbush,2005-2007,2005-01-01,7.2,
8726,151720,645,Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,102,Northeast Bronx,2005,2005-01-01,1.9,
5426,154462,645,Annual vehicle miles travelled (trucks),million miles,per km2,CD,209,Parkchester and Soundview (CD9),2005,2005-01-01,2.3,
5425,154617,643,Annual vehicle miles traveled,million miles,per km2,CD,502,South Beach and Willowbrook (CD2),2005,2005-01-01,12.5,
14890,130776,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,Borough,1,Bronx,2005,2005-01-01,3.3,
9224,131135,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,206,Borough Park,2005-2007,2005-01-01,3.9,
6909,154572,643,Annual vehicle miles traveled,million miles,per km2,CD,201,Mott Haven and Melrose (CD1),2005,2005-01-01,34.9,
14829,130355,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,101,Kingsbridge - Riverdale,2005-2007,2005-01-01,117.7,
8852,131239,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,303,East Harlem,2005-2007,2005-01-01,202.7,
5387,131264,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,3,Manhattan,2005-2007,2005-01-01,59.9,
5386,131320,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,106,High Bridge - Morrisania,2005-2007,2005-01-01,18.5,
5385,131351,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,409,Southeast Queens,2005-2007,2005-01-01,4.8,
9237,154467,645,Annual vehicle miles travelled (trucks),million miles,per km2,CD,302,Fort Greene and Brooklyn Heights (CD2),2005,2005-01-01,3.8,
5384,131327,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,206,Borough Park,2005-2007,2005-01-01,3.3,
5074,154583,643,Annual vehicle miles traveled,million miles,per km2,CD,212,Williamsbridge and Baychester (CD12),2005,2005-01-01,20.7,
5075,154581,643,Annual vehicle miles traveled,million miles,per km2,CD,210,Throgs Neck and Co-op City (CD10),2005,2005-01-01,27.7,
9236,154499,645,Annual vehicle miles travelled (trucks),million miles,per km2,CD,502,South Beach and Willowbrook (CD2),2005,2005-01-01,0.7,
5078,154552,644,Annual vehicle miles travelled (cars),million miles,per km2,CD,410,South Ozone Park and Howard Beach (CD10),2005,2005-01-01,27.1,
6891,154445,645,Annual vehicle miles travelled (trucks),million miles,per km2,CD,104,Clinton and Chelsea (CD4),2005,2005-01-01,3.1,
5079,154554,644,Annual vehicle miles travelled (cars),million miles,per km2,CD,412,Jamaica and Hollis (CD12),2005,2005-01-01,17.6,
9238,154514,644,Annual vehicle miles travelled (cars),million miles,per km2,CD,202,Hunts Point and Longwood (CD2),2005,2005-01-01,19.5,
14702,131362,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,5,Staten Island,2005-2007,2005-01-01,4.7,
9234,154455,645,Annual vehicle miles travelled (trucks),million miles,per km2,CD,202,Hunts Point and Longwood (CD2),2005,2005-01-01,1.4,
14694,131346,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,404,Bayside - Little Neck,2005-2007,2005-01-01,1.8,
7465,151748,645,Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,402,West Queens,2005,2005-01-01,2.0,
9227,131032,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,106,High Bridge - Morrisania,2005-2007,2005-01-01,171.2,
